wavelength (microns), effective height (km)
0.400017610158,27.595397266
0.400020813593,27.5952284379
0.400024001446,27.5950236934
0.400027204977,27.5948008328
0.400030408566,27.5945890367
0.400033612207,27.5943996575
0.400036815899,27.594191977
0.400040004007,27.5940512593
0.400043207793,27.5938643232
0.400046411639,27.5936337882
0.400049615536,27.5934557549
0.400052819484,27.5932272234
0.400056007847,27.5930863849
0.40005921189,27.5929236945
0.400062415992,27.5927307066
0.400065620146,27.5925380108
0.40006882435,27.5923434214
0.400072012969,27.5921850106
0.400075217268,27.5919114274
0.400078421626,27.5917343568
0.400081626036,27.5915809958
0.400084830497,27.5913623895
0.400088019371,27.5911847191
0.400091223926,27.5910148738
0.400094428541,27.590778956
0.400097633207,27.5905751193
0.400100837925,27.5904012122
0.400104027053,27.590152827
0.400107231865,27.5900098695
0.400110436737,27.589845244
0.400113641659,27.5896657509
0.400116846633,27.5894339875
0.400120036017,27.5892441641
0.400123241086,27.5890823643
0.400126446213,27.588829925
0.400129651393,27.5887395904
0.400132856623,27.5885035474
0.400136046262,27.5883063611
0.400139251587,27.58812199
0.400142456971,27.5879136408
0.400145662407,27.5877288236
0.400148867894,27.5875661332
0.400152057788,27.5873754956
0.40015526337,27.5871510182
0.400158469011,27.5869265904
0.400161674703,27.5867607365
0.400164880446,27.586551645
0.400168070596,27.586386711
0.400171276434,27.5861628515
0.400174482331,27.586011208
0.40017768828,27.585783905
0.40018089428,27.5855630421
0.400184084685,27.5853687392
0.40018729078,27.5852027018
0.400190496934,27.5850368479
0.400193703139,27.5848291673
0.400196909396,27.5846893403
0.400200100056,27.5844599125
0.400203306408,27.5842607969
0.400206512818,27.5840522405
0.40020971928,27.5838144118
0.400212925794,27.5836965906
0.400216116709,27.5834696514
0.400219323317,27.583295833
0.400222529985,27.5830896745
0.400225736703,27.5828723686
0.400228943473,27.5826857704
0.400232134644,27.5825058078
0.400235341509,27.5823188716
0.400238548433,27.5821111911
0.400241755408,27.5819653123
0.400244962435,27.5817616065
0.400248153862,27.5815582055
0.400251360983,27.5814048889
0.400254568164,27.581181721
0.400257775396,27.5809432013
0.400260982679,27.5807889167
0.400264174361,27.5806230628
0.40026738174,27.5803766068
0.400270589177,27.5802630651
0.400273796666,27.5801003747
0.400277004206,27.5798413145
0.400280196144,27.579676181
0.400283403779,27.5794471743
0.400286611473,27.5792894285
0.400289819218,27.5790423074
0.400293027015,27.578946459
0.400296219209,27.5786892722
0.4002994271,27.5785234183
0.400302635051,27.5783587928
0.400305843054,27.578196993
0.400309051107,27.577946904
0.400312243556,27.5777216931
0.400315451705,27.577581866
0.400318659913,27.577372957
0.400321868172,27.5771968971
0.400325076483,27.5770236627
0.400328269187,27.5768357151
0.400331477593,27.5766501702
0.400334686057,27.5764305416
0.400337894573,27.5762326796
0.400341103141,27.5760094581
0.400344296101,27.5758439336
0.400347504763,27.5755984403
0.400350713485,27.5754670521
0.400353922258,27.5753086413
0.400357131082,27.575037049
0.400360324298,27.5749056386
0.400363533217,27.5746607145
0.400366742196,27.5744746983
0.400369951226,27.574302249
0.400373160307,27.5741014451
0.400376353779,27.5739338062
0.400379562955,27.5737323403
0.400382772191,27.5735509843
0.400385981478,27.5733088243
0.400389190816,27.5731493747
0.400392384543,27.5729376402
0.400395593976,27.5727758403
0.400398803469,27.5725415143
0.400402013013,27.5723255422
0.400405222608,27.572161859
0.400408416591,27.5719570041
0.400411626282,27.5717695926
0.400414836031,27.5715872797
0.400418045832,27.5713908306
0.400421255685,27.5711521154
0.400424449923,27.5710113977
0.400427659871,27.5708166992
0.400430869877,27.5705679503
0.400434079935,27.5704721019
0.400437290045,27.5702372874
0.400440484539,27.5699934131
0.400443694744,27.5698121332
0.400446905007,27.5696264255
0.400450115323,27.5694394893
0.400453325689,27.569239324
0.40045652044,27.5691088264
0.400459730901,27.5688999174
0.400462941422,27.5687371476
0.400466151994,27.5684879894
0.400469362618,27.5682928994
0.400472557624,27.568088541
0.400475768343,27.5678881153
0.400478979121,27.567727206
0.40048218995,27.567587412
0.400485400831,27.5673842365
0.400488596094,27.5671461921
0.400491807069,27.5669483772
0.400495018104,27.5667825233
0.400498229191,27.5665776684
0.400501440329,27.5664589235
0.400504635848,27.566247189
0.400507847081,27.5660584084
0.400511058373,27.5658482409
0.400514269717,27.5656705706
0.400517481112,27.5654569268
0.400520676886,27.5652586201
0.400523888377,27.5650927662
0.400527099926,27.5648402585
0.400530311527,27.5646264731
0.40053352318,27.5644484113
0.40053671921,27.5642793883
0.400539930958,27.5641150051
0.400543142764,27.5638963392
0.400546354623,27.5637181467
0.400549566533,27.5634955986
0.400552762819,27.5633340242
0.400555974824,27.5631725622
0.400559186888,27.5629416748
0.400562399004,27.5627841207
0.400565611171,27.5626068963
0.400568807713,27.5623807151
0.400572019975,27.562161556
0.400575232297,27.5620189033
0.40057844467,27.5617751285
0.400581657095,27.5615997616
0.400584853893,27.5614351362
0.400588066413,27.5612710964
0.400591278991,27.5611092965
